11/14/2011,WHOLE FOODS MARKET       VANCOUVER,2.99,,1795.31
11/14/2011,THE ARTONA GROUP INC.    604-872-72,67.70,,1863.01
11/14/2011,THE GRAINRY              VANCOUVER,9.94,,1872.95
11/14/2011,OYAMA SAUSAGE            VANCOUVER,9.64,,1882.59
11/14/2011,BAAAD ANNA'S YARN STORE  VANCOUVER,16.74,,1899.33
11/14/2011,GRANVILLE ISLANDTEAQCO   VANCOUVER,15.50,,1914.83
11/14/2011,LIBERTY WINE MERCHANTS LTVANCOUVER,12.09,,1926.92
11/14/2011,CACTUS CLUB ABBOTSFORD   ABBOTSFORD,58.16,,1985.08
11/14/2011,DUSO FOODS LTD           VANCOUVER,18.46,,2003.54
11/14/2011,EARL'S GUILDFORD         SURREY,32.51,,2036.05
11/14/2011,BROADWAY LIQUOR STORE    VANCOUVER,20.90,,2056.95
11/15/2011,MEINHARDT FINE FOODS     VANCOUVER,29.38,,2086.33
11/15/2011,NINE THAI FOOD           VANCOUVER,17.18,,2103.51
11/15/2011,BC LIQUOR #177           VANCOUVER,31.18,,2134.69
11/15/2011,THE FACTORY              VANCOUVER,11.74,,2146.43
11/15/2011,THE FACTORY              VANCOUVER,13.82,,2160.25
11/15/2011,SPEAKEASY ENTERPRISES LTDVANCOUVER,21.35,,2181.60
11/15/2011,CAFFE BARNEY             VANCOUVER,44.70,,2226.30
11/16/2011,INTEREST CHARGE - CASH,0.23,,2226.53
